mean,std,skewness,kurtosis,peak_to_peak,dominant_freq,spectral_centroid,fft_mean,fft_var,top_fft_magnitude_1,top_fft_magnitude_2,top_fft_magnitude_3,top_fft_magnitude_4,top_fft_magnitude_5,file,type
-0.0007931536874239998,0.004085250071664837,-0.05779847694084005,5.08046126897089,0.18829882800000003,0.0,-0.21917745758698,4.458623140568033,14.757401530214976,343.3410670981045,343.3410670981045,535.183777103351,535.183777103351,1586.3073748479994,/Users/nischalgiriyan/Downloads/Germany/02_Saarland_Uni/02_06_Semester_3/DataScience/Project/Data_2/NOK_Measurements/2024.02.15_02.36.27_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK
-0.0003550098035479997,0.005551717005277729,0.011935042926145827,20.0440415950255,0.566270928,0.0,-0.165114432199786,5.127701394203763,35.601865746490994,358.0491064976262,358.0491064976262,587.2466584099194,587.2466584099194,710.0196070959995,/Users/nischalgiriyan/Downloads/Germany/02_Saarland_Uni/02_06_Semester_3/DataScience/Project/Data_2/NOK_Measurements/2024.02.15_02.36.27_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK
-0.00042839549204000025,0.013452621802767172,0.002117326879519925,0.5631309428310032,0.16493328000000002,103999.0,-0.20726647451962035,7.805027764380555,301.39465372902214,856.7909840799998,857.6825647565257,857.6825647565257,907.4704025828593,907.4704025828593,/Users/nischalgiriyan/Downloads/Germany/02_Saarland_Uni/02_06_Semester_3/DataScience/Project/Data_2/NOK_Measurements/2024.02.15_02.36.27_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK
-0.0004055804088620001,0.02267697254804575,-0.0012860989962043446,0.10601891667780405,0.23365548,92698.0,-0.04806349568912661,12.167777480427663,880.7643500125449,1052.2143369647974,1131.443534938193,1131.443534938193,1163.860745172875,1163.860745172875,/Users/nischalgiriyan/Downloads/Germany/02_Saarland_Uni/02_06_Semester_3/DataScience/Project/Data_2/NOK_Measurements/2024.02.15_02.36.27_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK
-0.00048502464650600007,0.02868208575931918,0.008628680066701146,0.073294567613166,0.307875456,25909.0,-0.05951816360440566,14.075091843141626,1447.6863744324453,2057.1142126561135,2072.597048141277,2072.597048141277,2122.0670226244883,2122.0670226244883,/Users/nischalgiriyan/Downloads/Germany/02_Saarland_Uni/02_06_Semester_3/DataScience/Project/Data_2/NOK_Measurements/2024.02.15_02.36.27_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK
-0.00012705895337000018,0.03434755335848918,-0.003014845266093547,0.09087351324182658,0.379346544,24318.0,-0.057681637398009925,16.715414316366886,2080.1360556159852,2325.42612945866,2603.6136064931134,2603.6136064931134,3210.5759199935756,3210.5759199935756,/Users/nischalgiriyan/Downloads/Germany/02_Saarland_Uni/02_06_Semester_3/DataScience/Project/Data_2/NOK_Measurements/2024.02.15_02.36.27_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK
-6.0085046138000137e-05,0.05359780199413765,-0.004558546282009033,0.20458498278776682,0.534658716,24315.0,-0.02019408203989337,24.059818705654575,5166.581101482147,3111.5457743357424,3567.7997439231326,3567.7997439231326,4526.879147936002,4526.879147936002,/Users/nischalgiriyan/Downloads/Germany/02_Saarland_Uni/02_06_Semester_3/DataScience/Project/Data_2/NOK_Measurements/2024.02.15_02.36.27_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK
0.00018444778367799987,0.05680210821415272,0.004413862285972865,0.04217563008545255,0.5112931680000001,25513.0,-0.01793147845448009,21.576914989174153,5987.463776664394,6494.1037365424545,7346.649935959352,7346.649935959352,8238.461148704257,8238.461148704257,/Users/nischalgiriyan/Downloads/Germany/02_Saarland_Uni/02_06_Semester_3/DataScience/Project/Data_2/NOK_Measurements/2024.02.15_02.36.27_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK
-0.00023484903684800018,0.0531149971256833,-0.0007126228682207284,-0.002458579798070293,0.4810554,25513.0,-0.046786871756902444,22.97258114178781,5114.776663146881,4460.174522801996,4680.606726770269,4680.606726770269,4772.088786724531,4772.088786724531,/Users/nischalgiriyan/Downloads/Germany/02_Saarland_Uni/02_06_Semester_3/DataScience/Project/Data_2/NOK_Measurements/2024.02.15_02.36.27_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK
0.00015351935756799983,0.05156865704679218,-0.0036100494876007325,0.0629400275850398,0.49479984000000005,25518.0,-0.0009881817792296457,20.86322675610274,4883.425684929071,4682.9700354463,4824.588083309252,4824.588083309252,5366.64701925501,5366.64701925501,/Users/nischalgiriyan/Downloads/Germany/02_Saarland_Uni/02_06_Semester_3/DataScience/Project/Data_2/NOK_Measurements/2024.02.15_02.36.27_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK
